agency_cd,site_no,Date,Flow,Flow_cd
USGS,08164000,1990-01-01,7.5,A
USGS,08164000,1990-01-02,7.5,A
USGS,08164000,1990-01-03,7.5,A
USGS,08164000,1990-01-04,8.7,A
USGS,08164000,1990-01-05,11,A
USGS,08164000,1990-01-06,11,A
USGS,08164000,1990-01-07,12,A
USGS,08164000,1990-01-08,15,A
USGS,08164000,1990-01-09,17,A
USGS,08164000,1990-01-10,14,A
USGS,08164000,1990-01-11,14,A
USGS,08164000,1990-01-12,13,A
USGS,08164000,1990-01-13,11,A
USGS,08164000,1990-01-14,10,A
USGS,08164000,1990-01-15,9.4,A
USGS,08164000,1990-01-16,9,A
USGS,08164000,1990-01-17,8.2,A
USGS,08164000,1990-01-18,8.7,A
USGS,08164000,1990-01-19,9.3,A
USGS,08164000,1990-01-20,9.9,A
USGS,08164000,1990-01-21,9.4,A
USGS,08164000,1990-01-22,8.2,A
USGS,08164000,1990-01-23,8.1,A
USGS,08164000,1990-01-24,8.2,A
USGS,08164000,1990-01-25,8.7,A
USGS,08164000,1990-01-26,8.7,A
USGS,08164000,1990-01-27,7.2,A
USGS,08164000,1990-01-28,8.8,A
USGS,08164000,1990-01-29,11,A
USGS,08164000,1990-01-30,11,A
USGS,08164000,1990-01-31,9.1,A
USGS,08164000,1990-02-01,9.6,A
USGS,08164000,1990-02-02,11,A
USGS,08164000,1990-02-03,12,A
USGS,08164000,1990-02-04,13,A
USGS,08164000,1990-02-05,15,A
USGS,08164000,1990-02-06,13,A
USGS,08164000,1990-02-07,13,A
USGS,08164000,1990-02-08,13,A
USGS,08164000,1990-02-09,13,A
USGS,08164000,1990-02-10,13,A
USGS,08164000,1990-02-11,11,A
USGS,08164000,1990-02-12,8.5,A
USGS,08164000,1990-02-13,8,A
USGS,08164000,1990-02-14,8.1,A
USGS,08164000,1990-02-15,9.5,A
USGS,08164000,1990-02-16,7.9,A
USGS,08164000,1990-02-17,6.6,A
USGS,08164000,1990-02-18,6.6,A
USGS,08164000,1990-02-19,7.5,A
USGS,08164000,1990-02-20,9.7,A
USGS,08164000,1990-02-21,25,A
USGS,08164000,1990-02-22,66,A
USGS,08164000,1990-02-23,163,A
USGS,08164000,1990-02-24,82,A
USGS,08164000,1990-02-25,41,A
USGS,08164000,1990-02-26,26,A
USGS,08164000,1990-02-27,17,A
USGS,08164000,1990-02-28,25,A
USGS,08164000,1990-03-01,141,A
USGS,08164000,1990-03-02,144,A
USGS,08164000,1990-03-03,56,A
USGS,08164000,1990-03-04,52,A
USGS,08164000,1990-03-05,34,A
USGS,08164000,1990-03-06,22,A
USGS,08164000,1990-03-07,16,A
USGS,08164000,1990-03-08,13,A
USGS,08164000,1990-03-09,12,A
USGS,08164000,1990-03-10,11,A
USGS,08164000,1990-03-11,11,A
USGS,08164000,1990-03-12,11,A
USGS,08164000,1990-03-13,11,A
USGS,08164000,1990-03-14,11,A
USGS,08164000,1990-03-15,11,A
USGS,08164000,1990-03-16,10,A
USGS,08164000,1990-03-17,9.3,A
USGS,08164000,1990-03-18,8.8,A
USGS,08164000,1990-03-19,8.2,A
USGS,08164000,1990-03-20,7.5,A
USGS,08164000,1990-03-21,7.5,A
USGS,08164000,1990-03-22,7,A
USGS,08164000,1990-03-23,6.5,A
USGS,08164000,1990-03-24,6.5,A
USGS,08164000,1990-03-25,6.5,A
USGS,08164000,1990-03-26,6.5,A
USGS,08164000,1990-03-27,6,A
USGS,08164000,1990-03-28,6,A
USGS,08164000,1990-03-29,8.5,A
USGS,08164000,1990-03-30,713,A
USGS,08164000,1990-03-31,1640,A
USGS,08164000,1990-04-01,661,A
USGS,08164000,1990-04-02,229,A
USGS,08164000,1990-04-03,122,A
USGS,08164000,1990-04-04,83,A
USGS,08164000,1990-04-05,62,A
USGS,08164000,1990-04-06,49,A
USGS,08164000,1990-04-07,39,A
USGS,08164000,1990-04-08,32,A
USGS,08164000,1990-04-09,28,A
USGS,08164000,1990-04-10,26,A
USGS,08164000,1990-04-11,36,A
USGS,08164000,1990-04-12,25,A
USGS,08164000,1990-04-13,19,A
USGS,08164000,1990-04-14,21,A
USGS,08164000,1990-04-15,56,A
USGS,08164000,1990-04-16,51,A
USGS,08164000,1990-04-17,34,A
USGS,08164000,1990-04-18,26,A
USGS,08164000,1990-04-19,20,A
USGS,08164000,1990-04-20,15,A
USGS,08164000,1990-04-21,8.7,A
USGS,08164000,1990-04-22,6.5,A
USGS,08164000,1990-04-23,7.3,A
USGS,08164000,1990-04-24,16,A
USGS,08164000,1990-04-25,12,A
USGS,08164000,1990-04-26,15,A
USGS,08164000,1990-04-27,1530,A
USGS,08164000,1990-04-28,799,A
USGS,08164000,1990-04-29,279,A
USGS,08164000,1990-04-30,136,A
USGS,08164000,1990-05-01,88,A
USGS,08164000,1990-05-02,63,A
USGS,08164000,1990-05-03,50,A
USGS,08164000,1990-05-04,277,A
USGS,08164000,1990-05-05,571,A
USGS,08164000,1990-05-06,157,A
USGS,08164000,1990-05-07,86,A
USGS,08164000,1990-05-08,61,A
USGS,08164000,1990-05-09,49,A
USGS,08164000,1990-05-10,40,A
USGS,08164000,1990-05-11,31,A
USGS,08164000,1990-05-12,25,A
USGS,08164000,1990-05-13,21,A
USGS,08164000,1990-05-14,15,A
USGS,08164000,1990-05-15,12,A
USGS,08164000,1990-05-16,12,A
USGS,08164000,1990-05-17,12,A
USGS,08164000,1990-05-18,11,A
USGS,08164000,1990-05-19,204,A
USGS,08164000,1990-05-20,64,A
USGS,08164000,1990-05-21,32,A
USGS,08164000,1990-05-22,22,A
USGS,08164000,1990-05-23,51,A
USGS,08164000,1990-05-24,30,A
USGS,08164000,1990-05-25,19,A
USGS,08164000,1990-05-26,14,A
USGS,08164000,1990-05-27,8.7,A
USGS,08164000,1990-05-28,6.4,A
USGS,08164000,1990-05-29,5.1,A
USGS,08164000,1990-05-30,4.2,A
USGS,08164000,1990-05-31,3.6,A
USGS,08164000,1990-06-01,3.5,A
USGS,08164000,1990-06-02,3.6,A
USGS,08164000,1990-06-03,3.5,A
USGS,08164000,1990-06-04,2.6,A
USGS,08164000,1990-06-05,2.1,A
USGS,08164000,1990-06-06,1.5,A
USGS,08164000,1990-06-07,1.2,A
USGS,08164000,1990-06-08,0.97,A
USGS,08164000,1990-06-09,0.62,A
USGS,08164000,1990-06-10,0.55,A
USGS,08164000,1990-06-11,0.4,A
USGS,08164000,1990-06-12,0.32,A
USGS,08164000,1990-06-13,0.2,A
USGS,08164000,1990-06-14,0.09,A
USGS,08164000,1990-06-15,0.09,A
USGS,08164000,1990-06-16,0.09,A
USGS,08164000,1990-06-17,0.06,A
USGS,08164000,1990-06-18,0.03,A
USGS,08164000,1990-06-19,0.02,A
USGS,08164000,1990-06-20,0.01,A
USGS,08164000,1990-06-21,0.01,A
USGS,08164000,1990-06-22,0,A
USGS,08164000,1990-06-23,0,A
USGS,08164000,1990-06-24,0,A
USGS,08164000,1990-06-25,0,A
USGS,08164000,1990-06-26,0,A
USGS,08164000,1990-06-27,0,A
USGS,08164000,1990-06-28,0,A
USGS,08164000,1990-06-29,0.01,A
USGS,08164000,1990-06-30,0.01,A
USGS,08164000,1990-07-01,0.01,A
USGS,08164000,1990-07-02,0.02,A
USGS,08164000,1990-07-03,0.01,A
USGS,08164000,1990-07-04,0.01,A
USGS,08164000,1990-07-05,0.02,A
USGS,08164000,1990-07-06,0.03,A
USGS,08164000,1990-07-07,0.03,A
USGS,08164000,1990-07-08,0.03,A
USGS,08164000,1990-07-09,0.02,A
USGS,08164000,1990-07-10,0.07,A
USGS,08164000,1990-07-11,0.02,A
USGS,08164000,1990-07-12,1.3,A
USGS,08164000,1990-07-13,0.62,A
USGS,08164000,1990-07-14,0.03,A
USGS,08164000,1990-07-15,1.3,A
USGS,08164000,1990-07-16,35,A
USGS,08164000,1990-07-17,158,A
USGS,08164000,1990-07-18,137,A
USGS,08164000,1990-07-19,84,A
USGS,08164000,1990-07-20,96,A
USGS,08164000,1990-07-21,127,A
USGS,08164000,1990-07-22,70,A
USGS,08164000,1990-07-23,31,A
USGS,08164000,1990-07-24,23,A
USGS,08164000,1990-07-25,18,A
USGS,08164000,1990-07-26,12,A
USGS,08164000,1990-07-27,8,A
USGS,08164000,1990-07-28,5.5,A
USGS,08164000,1990-07-29,3.5,A
USGS,08164000,1990-07-30,2.5,A
USGS,08164000,1990-07-31,1.5,A
USGS,08164000,1990-08-01,1,A
USGS,08164000,1990-08-02,0.8,A
USGS,08164000,1990-08-03,0.45,A
USGS,08164000,1990-08-04,0.3,A
USGS,08164000,1990-08-05,0.25,A
USGS,08164000,1990-08-06,0.35,A
USGS,08164000,1990-08-07,0.28,A
USGS,08164000,1990-08-08,0.24,A
USGS,08164000,1990-08-09,0.21,A
USGS,08164000,1990-08-10,0.18,A
USGS,08164000,1990-08-11,0.14,A
USGS,08164000,1990-08-12,0.12,A
USGS,08164000,1990-08-13,0.1,A
USGS,08164000,1990-08-14,0.08,A
USGS,08164000,1990-08-15,0.07,A
USGS,08164000,1990-08-16,0.06,A
USGS,08164000,1990-08-17,0.05,A
USGS,08164000,1990-08-18,0.05,A
USGS,08164000,1990-08-19,0.04,A
USGS,08164000,1990-08-20,0.04,A
USGS,08164000,1990-08-21,0.03,A
USGS,08164000,1990-08-22,0.03,A
USGS,08164000,1990-08-23,0.03,A
USGS,08164000,1990-08-24,0.03,A
USGS,08164000,1990-08-25,0.03,A
USGS,08164000,1990-08-26,0.02,A
USGS,08164000,1990-08-27,0.02,A
USGS,08164000,1990-08-28,0.02,A
USGS,08164000,1990-08-29,0.02,A
USGS,08164000,1990-08-30,0.02,A
USGS,08164000,1990-08-31,0.02,A
USGS,08164000,1990-09-01,0.01,A
USGS,08164000,1990-09-02,0.01,A
USGS,08164000,1990-09-03,0.01,A
USGS,08164000,1990-09-04,0.01,A
USGS,08164000,1990-09-05,0.01,A
USGS,08164000,1990-09-06,0,A
USGS,08164000,1990-09-07,0.64,A
USGS,08164000,1990-09-08,0.5,A
USGS,08164000,1990-09-09,0.06,A
USGS,08164000,1990-09-10,0.66,A
USGS,08164000,1990-09-11,158,A
USGS,08164000,1990-09-12,394,A
USGS,08164000,1990-09-13,95,A
USGS,08164000,1990-09-14,52,A
USGS,08164000,1990-09-15,44,A
USGS,08164000,1990-09-16,15,A
USGS,08164000,1990-09-17,6.4,A
USGS,08164000,1990-09-18,2.8,A
USGS,08164000,1990-09-19,1.5,A
USGS,08164000,1990-09-20,0.79,A
USGS,08164000,1990-09-21,0.39,A
USGS,08164000,1990-09-22,0.26,A
USGS,08164000,1990-09-23,0.12,A
USGS,08164000,1990-09-24,0.02,A
USGS,08164000,1990-09-25,0.01,A
USGS,08164000,1990-09-26,0.01,A
USGS,08164000,1990-09-27,0.01,A
USGS,08164000,1990-09-28,0.01,A
USGS,08164000,1990-09-29,0.01,A
USGS,08164000,1990-09-30,0.01,A
USGS,08164000,1990-10-01,0.01,A
USGS,08164000,1990-10-02,0.01,A
USGS,08164000,1990-10-03,0.01,A
USGS,08164000,1990-10-04,5.4,A
USGS,08164000,1990-10-05,1.6,A
USGS,08164000,1990-10-06,0.74,A
USGS,08164000,1990-10-07,0.15,A
USGS,08164000,1990-10-08,0.05,A
USGS,08164000,1990-10-09,0.25,A
USGS,08164000,1990-10-10,0.19,A
USGS,08164000,1990-10-11,0.06,A
USGS,08164000,1990-10-12,0.44,A
USGS,08164000,1990-10-13,2.1,A
USGS,08164000,1990-10-14,2.1,A
USGS,08164000,1990-10-15,0.97,A
USGS,08164000,1990-10-16,0.38,A
USGS,08164000,1990-10-17,0.14,A
USGS,08164000,1990-10-18,1.8,A
USGS,08164000,1990-10-19,0.39,A
USGS,08164000,1990-10-20,0.35,A
USGS,08164000,1990-10-21,0.48,A
USGS,08164000,1990-10-22,0.16,A
USGS,08164000,1990-10-23,0.05,A
USGS,08164000,1990-10-24,0.05,A
USGS,08164000,1990-10-25,0.03,A
USGS,08164000,1990-10-26,0.02,A
USGS,08164000,1990-10-27,0.02,A
USGS,08164000,1990-10-28,0.02,A
USGS,08164000,1990-10-29,0.02,A
USGS,08164000,1990-10-30,0.02,A
USGS,08164000,1990-10-31,0.02,A
USGS,08164000,1990-11-01,0.02,A
USGS,08164000,1990-11-02,0.02,A
USGS,08164000,1990-11-03,0.02,A
USGS,08164000,1990-11-04,0.06,A
USGS,08164000,1990-11-05,0.05,A
USGS,08164000,1990-11-06,0.03,A
USGS,08164000,1990-11-07,0.02,A
USGS,08164000,1990-11-08,4.5,A
USGS,08164000,1990-11-09,27,A
USGS,08164000,1990-11-10,20,A
USGS,08164000,1990-11-11,4.1,A
USGS,08164000,1990-11-12,1.1,A
USGS,08164000,1990-11-13,0.37,A
USGS,08164000,1990-11-14,0.12,A
USGS,08164000,1990-11-15,0.06,A
USGS,08164000,1990-11-16,0.05,A
USGS,08164000,1990-11-17,0.05,A
USGS,08164000,1990-11-18,0.05,A
USGS,08164000,1990-11-19,0.05,A
USGS,08164000,1990-11-20,0.04,A
USGS,08164000,1990-11-21,0.03,A
USGS,08164000,1990-11-22,0.03,A
USGS,08164000,1990-11-23,0.03,A
USGS,08164000,1990-11-24,0.03,A
USGS,08164000,1990-11-25,0.03,A
USGS,08164000,1990-11-26,0.03,A
USGS,08164000,1990-11-27,0.04,A
USGS,08164000,1990-11-28,0.06,A
USGS,08164000,1990-11-29,0.03,A
USGS,08164000,1990-11-30,0.02,A
USGS,08164000,1990-12-01,0.02,A
USGS,08164000,1990-12-02,0.03,A
USGS,08164000,1990-12-03,0.05,A
USGS,08164000,1990-12-04,0.05,A
USGS,08164000,1990-12-05,0.05,A
USGS,08164000,1990-12-06,0.06,A
USGS,08164000,1990-12-07,0.11,A
USGS,08164000,1990-12-08,0.09,A
USGS,08164000,1990-12-09,0.05,A
USGS,08164000,1990-12-10,0.05,A
USGS,08164000,1990-12-11,0.05,A
USGS,08164000,1990-12-12,0.05,A
USGS,08164000,1990-12-13,0.06,A
USGS,08164000,1990-12-14,0.07,A
USGS,08164000,1990-12-15,0.08,A
USGS,08164000,1990-12-16,0.1,A
USGS,08164000,1990-12-17,0.11,A
USGS,08164000,1990-12-18,0.11,A
USGS,08164000,1990-12-19,0.1,A
USGS,08164000,1990-12-20,0.09,A
USGS,08164000,1990-12-21,0.11,A
USGS,08164000,1990-12-22,0.09,A
USGS,08164000,1990-12-23,0.09,A
USGS,08164000,1990-12-24,0.09,A
USGS,08164000,1990-12-25,0.09,A
USGS,08164000,1990-12-26,0.4,A
USGS,08164000,1990-12-27,0.51,A
USGS,08164000,1990-12-28,0.38,A
USGS,08164000,1990-12-29,0.86,A
USGS,08164000,1990-12-30,0.98,A
USGS,08164000,1990-12-31,0.98,A
USGS,08164000,1991-01-01,0.98,A
USGS,08164000,1991-01-02,1.4,A
USGS,08164000,1991-01-03,53,A
USGS,08164000,1991-01-04,62,A
USGS,08164000,1991-01-05,42,A
USGS,08164000,1991-01-06,52,A
USGS,08164000,1991-01-07,32,A
USGS,08164000,1991-01-08,21,A
USGS,08164000,1991-01-09,376,A
USGS,08164000,1991-01-10,1670,A
USGS,08164000,1991-01-11,1240,A
USGS,08164000,1991-01-12,439,A
USGS,08164000,1991-01-13,221,A
USGS,08164000,1991-01-14,111,A
USGS,08164000,1991-01-15,226,A
USGS,08164000,1991-01-16,707,A
USGS,08164000,1991-01-17,309,A
USGS,08164000,1991-01-18,993,A
USGS,08164000,1991-01-19,4540,A
USGS,08164000,1991-01-20,4280,A
USGS,08164000,1991-01-21,714,A
USGS,08164000,1991-01-22,339,A
USGS,08164000,1991-01-23,232,A
USGS,08164000,1991-01-24,184,A
USGS,08164000,1991-01-25,147,A
USGS,08164000,1991-01-26,118,A
USGS,08164000,1991-01-27,98,A
USGS,08164000,1991-01-28,83,A
USGS,08164000,1991-01-29,75,A
USGS,08164000,1991-01-30,67,A
USGS,08164000,1991-01-31,58,A
USGS,08164000,1991-02-01,52,A
USGS,08164000,1991-02-02,49,A
USGS,08164000,1991-02-03,46,A
USGS,08164000,1991-02-04,963,A
USGS,08164000,1991-02-05,1810,A
USGS,08164000,1991-02-06,1250,A
USGS,08164000,1991-02-07,413,A
USGS,08164000,1991-02-08,220,A
USGS,08164000,1991-02-09,138,A
USGS,08164000,1991-02-10,97,A
USGS,08164000,1991-02-11,71,A
USGS,08164000,1991-02-12,58,A
USGS,08164000,1991-02-13,50,A
USGS,08164000,1991-02-14,44,A
USGS,08164000,1991-02-15,37,A
USGS,08164000,1991-02-16,33,A
USGS,08164000,1991-02-17,31,A
USGS,08164000,1991-02-18,30,A
USGS,08164000,1991-02-19,29,A
USGS,08164000,1991-02-20,62,A
USGS,08164000,1991-02-21,133,A
USGS,08164000,1991-02-22,63,A
USGS,08164000,1991-02-23,44,A
USGS,08164000,1991-02-24,31,A
USGS,08164000,1991-02-25,27,A
USGS,08164000,1991-02-26,27,A
USGS,08164000,1991-02-27,25,A
USGS,08164000,1991-02-28,22,A
USGS,08164000,1991-03-01,23,A
USGS,08164000,1991-03-02,23,A
USGS,08164000,1991-03-03,20,A
USGS,08164000,1991-03-04,17,A
USGS,08164000,1991-03-05,15,A
USGS,08164000,1991-03-06,15,A
USGS,08164000,1991-03-07,14,A
USGS,08164000,1991-03-08,13,A
USGS,08164000,1991-03-09,12,A
USGS,08164000,1991-03-10,10,A
USGS,08164000,1991-03-11,10,A
USGS,08164000,1991-03-12,9.3,A
USGS,08164000,1991-03-13,9.3,A
USGS,08164000,1991-03-14,9.2,A
USGS,08164000,1991-03-15,8.6,A
USGS,08164000,1991-03-16,284,A
USGS,08164000,1991-03-17,268,A
USGS,08164000,1991-03-18,76,A
USGS,08164000,1991-03-19,41,A
USGS,08164000,1991-03-20,30,A
USGS,08164000,1991-03-21,20,A
USGS,08164000,1991-03-22,16,A
USGS,08164000,1991-03-23,12,A
USGS,08164000,1991-03-24,9.3,A
USGS,08164000,1991-03-25,8.1,A
USGS,08164000,1991-03-26,8.1,A
USGS,08164000,1991-03-27,8,A
USGS,08164000,1991-03-28,6.8,A
USGS,08164000,1991-03-29,7.1,A
USGS,08164000,1991-03-30,13,A
USGS,08164000,1991-03-31,12,A
USGS,08164000,1991-04-01,12,A
USGS,08164000,1991-04-02,11,A
USGS,08164000,1991-04-03,8.8,A
USGS,08164000,1991-04-04,5.5,A
USGS,08164000,1991-04-05,7060,A
USGS,08164000,1991-04-06,11400,A
USGS,08164000,1991-04-07,8120,A
USGS,08164000,1991-04-08,3660,A
USGS,08164000,1991-04-09,1380,A
USGS,08164000,1991-04-10,509,A
USGS,08164000,1991-04-11,553,A
USGS,08164000,1991-04-12,1620,A
USGS,08164000,1991-04-13,677,A
USGS,08164000,1991-04-14,384,A
USGS,08164000,1991-04-15,683,A
USGS,08164000,1991-04-16,2710,A
USGS,08164000,1991-04-17,1300,A
USGS,08164000,1991-04-18,314,A
USGS,08164000,1991-04-19,223,A
USGS,08164000,1991-04-20,172,A
USGS,08164000,1991-04-21,135,A
USGS,08164000,1991-04-22,113,A
USGS,08164000,1991-04-23,98,A
USGS,08164000,1991-04-24,86,A
USGS,08164000,1991-04-25,77,A
USGS,08164000,1991-04-26,73,A
USGS,08164000,1991-04-27,69,A
USGS,08164000,1991-04-28,65,A
USGS,08164000,1991-04-29,59,A
USGS,08164000,1991-04-30,54,A
USGS,08164000,1991-05-01,49,A
USGS,08164000,1991-05-02,79,A
USGS,08164000,1991-05-03,66,A
USGS,08164000,1991-05-04,54,A
USGS,08164000,1991-05-05,452,A
USGS,08164000,1991-05-06,383,A
USGS,08164000,1991-05-07,182,A
USGS,08164000,1991-05-08,101,A
USGS,08164000,1991-05-09,178,A
USGS,08164000,1991-05-10,376,A
USGS,08164000,1991-05-11,174,A
USGS,08164000,1991-05-12,95,A
USGS,08164000,1991-05-13,72,A
USGS,08164000,1991-05-14,170,A
USGS,08164000,1991-05-15,278,A
USGS,08164000,1991-05-16,138,A
USGS,08164000,1991-05-17,78,A
USGS,08164000,1991-05-18,68,A
USGS,08164000,1991-05-19,82,A
USGS,08164000,1991-05-20,81,A
USGS,08164000,1991-05-21,77,A
USGS,08164000,1991-05-22,60,A
USGS,08164000,1991-05-23,56,A
USGS,08164000,1991-05-24,51,A
USGS,08164000,1991-05-25,45,A
USGS,08164000,1991-05-26,42,A
USGS,08164000,1991-05-27,38,A
USGS,08164000,1991-05-28,36,A
USGS,08164000,1991-05-29,32,A
USGS,08164000,1991-05-30,1070,A
USGS,08164000,1991-05-31,301,A
USGS,08164000,1991-06-01,110,A
USGS,08164000,1991-06-02,63,A
USGS,08164000,1991-06-03,46,A
USGS,08164000,1991-06-04,33,A
USGS,08164000,1991-06-05,30,A
USGS,08164000,1991-06-06,25,A
USGS,08164000,1991-06-07,23,A
USGS,08164000,1991-06-08,22,A
USGS,08164000,1991-06-09,22,A
USGS,08164000,1991-06-10,23,A
USGS,08164000,1991-06-11,20,A
USGS,08164000,1991-06-12,17,A
USGS,08164000,1991-06-13,15,A
USGS,08164000,1991-06-14,13,A
USGS,08164000,1991-06-15,11,A
USGS,08164000,1991-06-16,13,A
USGS,08164000,1991-06-17,38,A
USGS,08164000,1991-06-18,63,A
USGS,08164000,1991-06-19,24,A
USGS,08164000,1991-06-20,14,A
USGS,08164000,1991-06-21,10,A
USGS,08164000,1991-06-22,8.1,A
USGS,08164000,1991-06-23,6.3,A
USGS,08164000,1991-06-24,51,A
USGS,08164000,1991-06-25,86,A
USGS,08164000,1991-06-26,106,A
USGS,08164000,1991-06-27,56,A
USGS,08164000,1991-06-28,31,A
USGS,08164000,1991-06-29,102,A
USGS,08164000,1991-06-30,1070,A
USGS,08164000,1991-07-01,363,A
USGS,08164000,1991-07-02,155,A
USGS,08164000,1991-07-03,90,A
USGS,08164000,1991-07-04,149,A
USGS,08164000,1991-07-05,214,A
USGS,08164000,1991-07-06,397,A
USGS,08164000,1991-07-07,296,A
USGS,08164000,1991-07-08,667,A
USGS,08164000,1991-07-09,1340,A
USGS,08164000,1991-07-10,401,A
USGS,08164000,1991-07-11,188,A
USGS,08164000,1991-07-12,108,A
USGS,08164000,1991-07-13,70,A
USGS,08164000,1991-07-14,51,A
USGS,08164000,1991-07-15,39,A
USGS,08164000,1991-07-16,32,A
USGS,08164000,1991-07-17,28,A
USGS,08164000,1991-07-18,23,A
USGS,08164000,1991-07-19,19,A
USGS,08164000,1991-07-20,16,A
USGS,08164000,1991-07-21,14,A
USGS,08164000,1991-07-22,16,A
USGS,08164000,1991-07-23,62,A
USGS,08164000,1991-07-24,66,A
USGS,08164000,1991-07-25,36,A
USGS,08164000,1991-07-26,39,A
USGS,08164000,1991-07-27,37,A
USGS,08164000,1991-07-28,22,A
USGS,08164000,1991-07-29,13,A
USGS,08164000,1991-07-30,8.7,A
USGS,08164000,1991-07-31,11,A
USGS,08164000,1991-08-01,10,A
USGS,08164000,1991-08-02,5.2,A
USGS,08164000,1991-08-03,3.5,A
USGS,08164000,1991-08-04,5.9,A
USGS,08164000,1991-08-05,12,A
USGS,08164000,1991-08-06,8.9,A
USGS,08164000,1991-08-07,6.9,A
USGS,08164000,1991-08-08,13,A
USGS,08164000,1991-08-09,5.8,A
USGS,08164000,1991-08-10,5.5,A
USGS,08164000,1991-08-11,4,A
USGS,08164000,1991-08-12,2.7,A
USGS,08164000,1991-08-13,1.8,A
USGS,08164000,1991-08-14,1.4,A
USGS,08164000,1991-08-15,1.9,A
USGS,08164000,1991-08-16,2,A
USGS,08164000,1991-08-17,2.1,A
USGS,08164000,1991-08-18,1.4,A
USGS,08164000,1991-08-19,0.76,A
USGS,08164000,1991-08-20,0.61,A
USGS,08164000,1991-08-21,0.46,A
USGS,08164000,1991-08-22,0.38,A
USGS,08164000,1991-08-23,0.33,A
USGS,08164000,1991-08-24,0.22,A
USGS,08164000,1991-08-25,0.23,A
USGS,08164000,1991-08-26,0.18,A
USGS,08164000,1991-08-27,0.18,A
USGS,08164000,1991-08-28,0.18,A
USGS,08164000,1991-08-29,0.18,A
USGS,08164000,1991-08-30,0.19,A
USGS,08164000,1991-08-31,0.61,A
USGS,08164000,1991-09-01,0.23,A
USGS,08164000,1991-09-02,21,A
USGS,08164000,1991-09-03,16,A
USGS,08164000,1991-09-04,65,A
USGS,08164000,1991-09-05,61,A
USGS,08164000,1991-09-06,67,A
USGS,08164000,1991-09-07,59,A
USGS,08164000,1991-09-08,29,A
USGS,08164000,1991-09-09,15,A
USGS,08164000,1991-09-10,9.3,A
USGS,08164000,1991-09-11,5.8,A
USGS,08164000,1991-09-12,4,A
USGS,08164000,1991-09-13,3.1,A
USGS,08164000,1991-09-14,2.4,A
USGS,08164000,1991-09-15,84,A
USGS,08164000,1991-09-16,143,A
USGS,08164000,1991-09-17,53,A
USGS,08164000,1991-09-18,23,A
USGS,08164000,1991-09-19,14,A
USGS,08164000,1991-09-20,13,A
USGS,08164000,1991-09-21,11,A
USGS,08164000,1991-09-22,7.2,A
USGS,08164000,1991-09-23,6.5,A
USGS,08164000,1991-09-24,7,A
USGS,08164000,1991-09-25,56,A
USGS,08164000,1991-09-26,325,A
USGS,08164000,1991-09-27,149,A
USGS,08164000,1991-09-28,69,A
USGS,08164000,1991-09-29,43,A
USGS,08164000,1991-09-30,32,A
USGS,08164000,1991-10-01,25,A
USGS,08164000,1991-10-02,20,A
USGS,08164000,1991-10-03,16,A
USGS,08164000,1991-10-04,13,A
USGS,08164000,1991-10-05,20,A
USGS,08164000,1991-10-06,22,A
USGS,08164000,1991-10-07,15,A
USGS,08164000,1991-10-08,12,A
USGS,08164000,1991-10-09,9.8,A
USGS,08164000,1991-10-10,8.6,A
USGS,08164000,1991-10-11,7.2,A
USGS,08164000,1991-10-12,7.8,A
USGS,08164000,1991-10-13,6.4,A
USGS,08164000,1991-10-14,5,A
USGS,08164000,1991-10-15,4,A
USGS,08164000,1991-10-16,3.3,A
USGS,08164000,1991-10-17,2.8,A
USGS,08164000,1991-10-18,2.4,A
USGS,08164000,1991-10-19,2.2,A
USGS,08164000,1991-10-20,2,A
USGS,08164000,1991-10-21,2,A
USGS,08164000,1991-10-22,1.8,A
USGS,08164000,1991-10-23,1.7,A
USGS,08164000,1991-10-24,1.8,A
USGS,08164000,1991-10-25,1.8,A
USGS,08164000,1991-10-26,1.8,A
USGS,08164000,1991-10-27,1.8,A
USGS,08164000,1991-10-28,1.8,A
USGS,08164000,1991-10-29,3.7,A
USGS,08164000,1991-10-30,57,A
USGS,08164000,1991-10-31,75,A
USGS,08164000,1991-11-01,57,A
USGS,08164000,1991-11-02,46,A
USGS,08164000,1991-11-03,34,A
USGS,08164000,1991-11-04,26,A
USGS,08164000,1991-11-05,21,A
USGS,08164000,1991-11-06,18,A
USGS,08164000,1991-11-07,17,A
USGS,08164000,1991-11-08,15,A
USGS,08164000,1991-11-09,15,A
USGS,08164000,1991-11-10,18,A
USGS,08164000,1991-11-11,16,A
USGS,08164000,1991-11-12,15,A
USGS,08164000,1991-11-13,13,A
USGS,08164000,1991-11-14,13,A
USGS,08164000,1991-11-15,12,A
USGS,08164000,1991-11-16,12,A
USGS,08164000,1991-11-17,17,A
USGS,08164000,1991-11-18,679,A
USGS,08164000,1991-11-19,600,A
USGS,08164000,1991-11-20,213,A
USGS,08164000,1991-11-21,100,A
USGS,08164000,1991-11-22,66,A
USGS,08164000,1991-11-23,50,A
USGS,08164000,1991-11-24,39,A
USGS,08164000,1991-11-25,32,A
USGS,08164000,1991-11-26,28,A
USGS,08164000,1991-11-27,26,A
USGS,08164000,1991-11-28,24,A
USGS,08164000,1991-11-29,22,A
USGS,08164000,1991-11-30,20,A
USGS,08164000,1991-12-01,19,A
USGS,08164000,1991-12-02,17,A
USGS,08164000,1991-12-03,16,A
USGS,08164000,1991-12-04,14,A
